wkt_geom,id,amenity,name,source,student:count,municipality,idp:camp_site,idp:status_20150427
"Polygon ((85.30565679999999418 27.72416069999999877, 85.30587230000000432 27.72426959999999951, 85.30594589999999755 27.72416910000000101, 85.3057629999999989 27.72406580000000176, 85.30564950000000124 27.72410680000000127, 85.30565679999999418 27.72416069999999877))",226936250,school,Genius English Boarding School,OpenDRI survey,118,,,
"Polygon ((85.30435409999999763 27.72293529999999961, 85.30434730000000343 27.72308789999999945, 85.30454659999999478 27.72308320000000137, 85.30453880000000311 27.72292189999999934, 85.30435409999999763 27.72293529999999961))",226936253,school,Kathmandu Little Blossoms Public School,OpenDRI survey,340,,,
"Polygon ((85.30592300000000705 27.72217510000000118, 85.30609470000000272 27.7222849999999994, 85.30618909999999744 27.7221718000000017, 85.30601219999999785 27.72205340000000007, 85.30592300000000705 27.72217510000000118))",226936254,school,Namuna Women School,OpenDRI survey,130,,,
"Polygon ((85.30243600000000015 27.73795589999999933, 85.30244500000000585 27.73784390000000144, 85.30232730000000174 27.73777809999999988, 85.30236200000000224 27.73766080000000045, 85.30260970000000498 27.73768049999999974, 85.30260599999999727 27.73785150000000144, 85.30252419999999347 27.73790520000000015, 85.30247839999999826 27.73793149999999841, 85.30247310000000027 27.73795810000000017, 85.30243600000000015 27.73795589999999933))",226936936,school,Bal Vatika International School,OpenDRI survey,120,,,
"Polygon ((85.31108000000000402 27.72649120000000167, 85.3111739 27.72662370000000109, 85.31128640000000019 27.7265322999999988, 85.31118480000000659 27.72642319999999927, 85.31108000000000402 27.72649120000000167))",226936938,school,Grace Educational Foundation,OpenDRI survey,27,,,
"Polygon ((85.30579319999999655 27.72878460000000089, 85.30588430000000244 27.72886649999999875, 85.30582289999999546 27.72892519999999905, 85.30587649999999655 27.72897329999999982, 85.30600359999999682 27.72884709999999941, 85.30590200000000323 27.72879580000000033, 85.30603680000000111 27.72866769999999903, 85.3059408000000019 27.72861710000000102, 85.30579319999999655 27.72878460000000089))",226936939,school,Gyan Sarobar Global English School,OpenDRI survey,150,,,
"Polygon ((85.29641039999999919 27.73205559999999892, 85.29637649999999383 27.73197049999999919, 85.29637800000000425 27.73188830000000138, 85.29636279999999715 27.7318384999999985, 85.29654530000000534 27.73177300000000045, 85.29664769999999407 27.73196079999999952, 85.29641039999999919 27.73205559999999892))",226936940,school,Gyanmandir Secondary English School,OpenDRI survey,500,,,
"Polygon ((85.30449369999999476 27.73867320000000092, 85.30432949999999437 27.73872940000000042, 85.30432109999999568 27.73876020000000153, 85.30413540000000694 27.73873680000000164, 85.30410899999999685 27.73885350000000116, 85.30427199999999743 27.73889169999999993, 85.30430200000000696 27.73894680000000079, 85.3044684999999987 27.73902000000000001, 85.30459199999999953 27.73899559999999909, 85.30449369999999476 27.73867320000000092))",226936942,school,Kids Learning School,OpenDRI survey,325,,,
"Polygon ((85.29890450000000612 27.73224379999999911, 85.29911219999999616 27.73238429999999966, 85.2991812000000067 27.73230990000000062, 85.29909990000000164 27.73224090000000075, 85.29902810000000102 27.73217199999999849, 85.29898300000000688 27.73215199999999925, 85.29890450000000612 27.73224379999999911))",226936944,school,Nava Indra Dhanus B H School,OpenDRI survey,230,,,
"Polygon ((85.30652999999999508 27.72912940000000148, 85.30668380000000184 27.72911969999999826, 85.3066833000000031 27.72904760000000124, 85.30652449999999476 27.72905030000000082, 85.30652999999999508 27.72912940000000148))",226936945,school,Shree Bal Kalyan Primary School,OpenDRI survey,151,,,
"Polygon ((85.30424820000000352 27.73649109999999851, 85.30427020000000482 27.73662039999999962, 85.30450329999999326 27.73658959999999851, 85.30458339999999851 27.73652699999999882, 85.30474220000000685 27.73652500000000032, 85.3047538000000003 27.73644489999999863, 85.30448250000000598 27.73643769999999975, 85.3044651000000016 27.73630220000000079, 85.3042331000000047 27.73631250000000037, 85.30424820000000352 27.73649109999999851))",226936946,school,Swati Sadan Higher Secondary School,OpenDRI survey,850,,,
"Polygon ((85.30257779999999457 27.73802660000000131, 85.30253580000000113 27.73859699999999862, 85.30261109999999292 27.73864040000000131, 85.30263390000000356 27.73868840000000091, 85.30284220000000062 27.73869459999999876, 85.30282300000000362 27.73858299999999844, 85.30299990000000321 27.73853809999999953, 85.30301559999999483 27.7380545000000005, 85.30257779999999457 27.73802660000000131))",226936947,school,Tarun Secondary School,OpenDRI survey,1922,,,
"Polygon ((85.30228569999999877 27.73668659999999875, 85.30232039999999927 27.73693430000000149, 85.30241530000000694 27.73690889999999953, 85.30237639999999999 27.73668139999999838, 85.30228569999999877 27.73668659999999875))",226937083,hospital,Nepal jana Swasthya Kendra,OpenDRI survey,,,,
"Polygon ((85.30294739999999365 27.73763310000000004, 85.30324600000000146 27.73768219999999829, 85.30355099999999879 27.73766900000000035, 85.30349660000000256 27.73742920000000112, 85.30380800000000363 27.73738679999999945, 85.30378559999999766 27.73727159999999969, 85.30370220000000359 27.73727209999999843, 85.30300630000000695 27.7372766999999989, 85.30294739999999365 27.73763310000000004))",226937084,school,Rajan Memorial International School,OpenDRI survey,585,,,
"Polygon ((85.34321230000000469 27.74692810000000165, 85.3432355000000058 27.74689599999999956, 85.34328669999999306 27.74682530000000114, 85.34326919999999461 27.74680809999999909, 85.34335749999999621 27.74672139999999843, 85.34363820000000089 27.74693399999999954, 85.343667300000007 27.74695330000000126, 85.34351719999999375 27.7471470999999994, 85.34321230000000469 27.74692810000000165))",226968444,school,Shree Repumurdeni Secondary School,OpenDRI survey,300,,,
"Polygon ((85.32398139999999387 27.70880520000000047, 85.32397790000000271 27.70922089999999827, 85.3240634 27.70921260000000075, 85.32406810000000519 27.70907370000000114, 85.32413839999999539 27.70904679999999942, 85.32423199999999497 27.70905300000000082, 85.32423909999999978 27.70893789999999868, 85.32410790000000134 27.70892650000000046, 85.32411380000000634 27.70882590000000079, 85.32398139999999387 27.70880520000000047))",226968445,school,Snow Apex Academy,OpenDRI survey,325,,,
"Polygon ((85.33933749999999918 27.69897789999999915, 85.33938349999999673 27.69910790000000134, 85.33941640000000461 27.6992010999999998, 85.33965299999999843 27.69918750000000074, 85.339726799999994 27.69911910000000077, 85.33968900000000701 27.69885340000000085, 85.3395193000000063 27.69889600000000129, 85.33933749999999918 27.69897789999999915))",226971573,college,New Summit College,OpenDRI survey,705,,,
"Polygon ((85.33758869999999774 27.69724180000000047, 85.33757570000000214 27.69719979999999993, 85.33756490000000383 27.69716499999999826, 85.3376793000000049 27.69713720000000023, 85.3376832999999948 27.6971500000000006, 85.33770309999999881 27.69721399999999889, 85.33758869999999774 27.69724180000000047))",226974435,hospital,Venus International Hospital,OpenDRI survey,,,,
"Polygon ((85.33579539999999497 27.68641480000000143, 85.33578669999999988 27.68624829999999903, 85.33595219999999415 27.68623900000000049, 85.33595800000000509 27.6862546000000016, 85.33596169999999859 27.68626469999999884, 85.33597509999999886 27.68630070000000032, 85.33607279999999662 27.68627790000000033, 85.33610210000000507 27.68639040000000051, 85.33579539999999497 27.68641480000000143))",226978803,hospital,Ayush Hospital,OpenDRI survey,,,,
"Polygon ((85.36930119999999533 27.70989540000000062, 85.3693614000000025 27.70978320000000039, 85.36956840000000568 27.70989309999999861, 85.36956200000000194 27.70990820000000099, 85.36951550000000566 27.7099852999999996, 85.36930119999999533 27.70989540000000062))",226979999,school,Bal Rastriya Primary School,OpenDRI survey,200,,,
"Polygon ((85.37566529999999432 27.71044399999999897, 85.37564159999999447 27.71038700000000077, 85.3758499999999998 27.71030060000000006, 85.3759296000000063 27.71033419999999836, 85.37597130000000334 27.71043480000000159, 85.37584239999999625 27.7104885000000003, 85.37566529999999432 27.71044399999999897))",226980000,school,Nepal Good Weave Foundation,OpenDRI survey,33,,,
"Polygon ((85.38175819999999305 27.70932529999999971, 85.38189629999999397 27.70915589999999895, 85.38224339999999302 27.7093032000000008, 85.38218860000000632 27.70949979999999968, 85.38175819999999305 27.70932529999999971))",226980001,school,Shramsil Vidyapeth,OpenDRI survey,486,,,
"Polygon ((85.2994608999999997 27.65918010000000038, 85.29967010000000016 27.65915160000000128, 85.29966179999999554 27.65908770000000061, 85.29956819999999595 27.65906599999999926, 85.29953059999999709 27.65903750000000016, 85.29961110000000701 27.6589899999999993, 85.29961110000000701 27.65892350000000022, 85.29949310000000651 27.65893769999999918, 85.29943649999999877 27.65897359999999949, 85.2994608999999997 27.65918010000000038))",227085228,hospital,Human Development Community Service(HDCS),,,,,
"Polygon ((85.33877560000000528 27.70079810000000009, 85.33853220000000306 27.70085170000000119, 85.33847719999999981 27.70088529999999949, 85.33849170000000584 27.70090610000000098, 85.33855520000000183 27.70103359999999881, 85.33865839999999992 27.70119760000000042, 85.33871019999999419 27.70128229999999903, 85.33874140000000352 27.70133759999999867, 85.338964500000003 27.70126020000000011, 85.33902949999999521 27.70131930000000153, 85.33909939999999494 27.70146499999999889, 85.33917859999999678 27.70145369999999829, 85.33921469999999943 27.70162949999999924, 85.33924299999999619 27.70162579999999863, 85.33941939999999704 27.70156509999999983, 85.33935839999999473 27.70143500000000003, 85.33927640000000281 27.70124970000000175, 85.33918730000000608 27.70101439999999826, 85.33904449999999997 27.70106189999999913, 85.33892450000000451 27.70109199999999916, 85.3388505000000066 27.70098399999999828, 85.33879849999999578 27.70089199999999963, 85.33877560000000528 27.70079810000000009))",227098247,school,The City Academy,OpenDRI survey,240,,,
"Polygon ((85.32460820000000012 27.70320129999999992, 85.32476389999999355 27.70317989999999853, 85.32474209999999459 27.70305570000000017, 85.32470610000000022 27.70306060000000059, 85.3246881999999971 27.70295839999999998, 85.32456849999999804 27.70297490000000096, 85.32460820000000012 27.70320129999999992))",227099243,school,Rising Rays Boarding School,OpenDRI survey,450,,,
"Polygon ((85.34118839999999295 27.6912029000000004, 85.34127519999999834 27.69118329999999872, 85.34127639999999815 27.69118740000000045, 85.34143500000000415 27.69115160000000131, 85.34149349999999856 27.69113850000000099, 85.34146200000000704 27.69102880000000155, 85.34142029999999579 27.69088380000000171, 85.34131689999999537 27.69090710000000044, 85.34111640000000421 27.6909522999999993, 85.34118839999999295 27.6912029000000004))",227100156,school,Rayners high school,OpenDRI survey,130,,,
"Polygon ((85.33113749999999698 27.69488139999999987, 85.33129429999999616 27.69494519999999937, 85.33133979999999497 27.6948572999999989, 85.33142089999999769 27.69489030000000085, 85.331462700000003 27.69480950000000163, 85.33133300000000077 27.6947568000000004, 85.33129800000000387 27.69474250000000026, 85.33122500000000343 27.69471280000000135, 85.33113749999999698 27.69488139999999987))",227102784,school,Canvas English Boarding School,OpenDRI survey,347,,,
"Polygon ((85.32525929999999903 27.70809939999999827, 85.32520800000000349 27.70787299999999931, 85.32519489999999962 27.70786079999999885, 85.32504430000000184 27.7078926999999986, 85.32496089999999356 27.70757120000000029, 85.32526850000000707 27.70750380000000135, 85.32525979999999777 27.70747150000000047, 85.32505690000000698 27.70751449999999849, 85.32501259999999377 27.70735039999999927, 85.32526810000000239 27.70729629999999943, 85.32545729999999651 27.70725849999999824, 85.32559390000000121 27.70723050000000143, 85.32566509999999482 27.70743540000000138, 85.32567969999999491 27.7075117000000013, 85.32544389999999623 27.70759280000000047, 85.3253734000000037 27.70761560000000046, 85.32546179999999936 27.70794310000000138, 85.32549079999999719 27.70805049999999881, 85.32525929999999903 27.70809939999999827))",227104165,college,Islington College,OpenDRI survey,1000,,,
"Polygon ((85.32523650000000259 27.70778869999999827, 85.32518949999999336 27.70766259999999903, 85.32531090000000518 27.70762720000000101, 85.32535780000000614 27.70775330000000025, 85.32523650000000259 27.70778869999999827))",227104167,college,Administrative Block,OpenDRI survey,,,,
"Polygon ((85.3480940999999973 27.69828180000000017, 85.3482431000000048 27.69845189999999846, 85.34840260000000001 27.69835289999999972, 85.34819650000000024 27.69802010000000081, 85.34808940000000632 27.69807570000000041, 85.34818370000000698 27.6982272000000016, 85.3480940999999973 27.69828180000000017))",227115386,hospital,Nobel Hospital,OpenDRI survey,,,,
"Polygon ((85.35312419999999634 27.69576350000000176, 85.35315099999999688 27.69588449999999824, 85.35323409999999456 27.69618129999999923, 85.3532411000000053 27.69628230000000002, 85.35322709999999802 27.6963197000000001, 85.35322990000000232 27.69639829999999847, 85.35324679999999375 27.69650680000000165, 85.35340030000000411 27.6964718000000012, 85.35354110000000105 27.69634459999999976, 85.35362139999999442 27.69640820000000048, 85.35389890000000435 27.69619249999999866, 85.35377499999999884 27.69610150000000104, 85.35375659999999698 27.69610520000000164, 85.35364979999999946 27.69601219999999842, 85.35357500000000641 27.69588549999999927, 85.35362700000000302 27.69584139999999906, 85.35358630000000346 27.6957380999999998, 85.35355040000000315 27.69566520000000054, 85.35311950000000536 27.69574760000000069, 85.35312419999999634 27.69576350000000176))",227119772,hospital,Kathmandu Medical college Teaching Hospital,OpenDRI survey,,,,
"Polygon ((85.34712430000000438 27.69795360000000173, 85.34738299999999356 27.69805089999999836, 85.34745669999999507 27.69788709999999909, 85.34719289999999603 27.6977745000000013, 85.34712430000000438 27.69795360000000173))",227122518,college,Nobel College,OpenDRI survey,1100,,,
