wkt_geom,id,amenity,name,source,student:count,municipality,idp:camp_site,idp:status_20150427
"Polygon ((85.30259839999999372 27.63483499999999893, 85.30254449999999622 27.63484940000000023, 85.30250390000000493 27.63470720000000114, 85.30264309999999739 27.63464859999999845, 85.30271319999999946 27.63463510000000056, 85.30276979999999298 27.63477789999999956, 85.30259839999999372 27.63483499999999893))",223934499,school,Peace Garden Secondary School,OpenDRI survey,375,,,
"Polygon ((85.29560770000000502 27.6353681999999985, 85.29555499999999313 27.63538889999999881, 85.29554740000000379 27.63542289999999824, 85.29538060000000144 27.63552230000000165, 85.2952915000000047 27.63557189999999864, 85.29533750000000225 27.63564579999999893, 85.29545389999999827 27.63580879999999951, 85.29550140000000624 27.63584439999999987, 85.29573129999999992 27.63593870000000052, 85.29589520000000391 27.63599719999999849, 85.29599299999999573 27.63577439999999896, 85.29600589999999727 27.63563819999999893, 85.29586539999999673 27.63563979999999987, 85.29572559999999726 27.63563080000000127, 85.29560259999999516 27.63560700000000026, 85.29553049999999814 27.63553810000000155, 85.29567579999999793 27.63545609999999897, 85.29560770000000502 27.6353681999999985))",223934500,school,Shree Rudrayani Secondary School,OpenDRI survey,250,,,
"Polygon ((85.30160820000000399 27.63766359999999978, 85.30156859999999597 27.63762219999999914, 85.30157669999999825 27.6375807999999985, 85.30162959999999828 27.63752309999999923, 85.3017454000000015 27.63724940000000174, 85.30180239999999969 27.63722599999999829, 85.30182790000000637 27.63729670000000027, 85.30184500000000014 27.63735750000000024, 85.30191170000000511 27.63759370000000004, 85.30160820000000399 27.63766359999999978))",223934501,school,Shree Yuwa Pratibha Vidhya Mandir Secondary School,OpenDRI survey,212,,,
"Polygon ((85.29954490000000078 27.63638519999999943, 85.29950859999999579 27.63641390000000087, 85.29951470000000313 27.63645010000000113, 85.29952059999999392 27.6364851999999992, 85.29953399999999419 27.63648570000000149, 85.29963829999999803 27.63647389999999859, 85.29962650000000224 27.63639209999999835, 85.29963030000000401 27.63637800000000055, 85.2996638000000047 27.63637530000000098, 85.2996384000000063 27.6363203999999989, 85.29960789999999804 27.63621859999999941, 85.29960379999999986 27.63618980000000036, 85.29953980000000513 27.63620149999999853, 85.29953779999999597 27.63628440000000097, 85.29954490000000078 27.63638519999999943))",223934502,school,Simran Academy,OpenDRI survey,120,,,
"Polygon ((85.3019488999999993 27.63681379999999876, 85.30212229999999352 27.63689450000000036, 85.30217550000000415 27.63692890000000091, 85.30216540000000691 27.63694170000000128, 85.3018823000000026 27.63713010000000025, 85.3017614999999978 27.63719379999999859, 85.30162640000000351 27.63715050000000062, 85.30161490000000413 27.6370944999999999, 85.30171119999999974 27.6370155000000004, 85.30183630000000505 27.63691869999999895, 85.30193979999999954 27.63679780000000008, 85.3019488999999993 27.63681379999999876))",223934503,school,Zing Secondary School,OpenDRI survey,300,,,
"Polygon ((85.35155000000000314 27.69920210000000083, 85.35155439999999771 27.69910529999999937, 85.35171400000000119 27.69911520000000138, 85.35169500000000653 27.69923280000000076, 85.35155000000000314 27.69920210000000083))",224086347,school,Balpith Primary School,OpenDRI survey,56,,,
"Polygon ((85.33827259999999626 27.70154139999999998, 85.3383428000000066 27.7014983000000008, 85.33839969999999653 27.70145480000000049, 85.33851540000000568 27.70143840000000068, 85.33854680000000315 27.70150130000000033, 85.33862639999999544 27.70168659999999861, 85.33863890000000652 27.70179279999999977, 85.33844799999999964 27.70186319999999824, 85.33827259999999626 27.70154139999999998))",224087295,school,Cambridge Public High School,OpenDRI survey,324,,,
"Polygon ((85.33487030000000573 27.69038850000000096, 85.33481290000000286 27.69011409999999884, 85.33481369999999799 27.69009379999999965, 85.3348239000000035 27.69009229999999988, 85.33492169999999533 27.69007750000000101, 85.33501390000000697 27.69008480000000105, 85.33507579999999848 27.69035759999999868, 85.33487030000000573 27.69038850000000096))",224087343,school,Arun Deep Academy,OpenDRI survey,300,,,
"Polygon ((85.33834199999999726 27.70283590000000018, 85.33847950000000537 27.70281400000000005, 85.33850069999999732 27.7028421999999992, 85.33878149999999607 27.70274810000000087, 85.33876259999999547 27.70267020000000002, 85.33874000000000137 27.70250019999999935, 85.33866810000000669 27.70241460000000089, 85.33821740000000489 27.7025238999999992, 85.33821100000000115 27.70257050000000021, 85.33823560000000441 27.7026502999999984, 85.3382945000000035 27.70273909999999873, 85.33834199999999726 27.70283590000000018))",224088279,school,Ambition Academy,OpenDRI survey,375,,,
"Polygon ((85.35129129999999975 27.6899179999999987, 85.35141140000000348 27.68999159999999904, 85.351587600000002 27.69005980000000022, 85.35170170000000667 27.69009649999999922, 85.35173310000000413 27.69000910000000104, 85.3518162000000018 27.68978459999999941, 85.35142770000000212 27.68969269999999838, 85.35132839999999987 27.68985410000000158, 85.35129129999999975 27.6899179999999987))",224089122,school,Annapurna English Secondary School,OpenDRI survey,331,,,
"Polygon ((85.35125469999999837 27.6992913999999999, 85.35128890000000013 27.69959180000000032, 85.35139839999999367 27.69960030000000017, 85.3515472999999929 27.69958719999999985, 85.35179540000000031 27.69951869999999872, 85.35199000000000069 27.6995313000000003, 85.35199280000000499 27.69949719999999971, 85.35198520000000144 27.69945029999999875, 85.35175239999999519 27.69942340000000058, 85.35175099999999304 27.69948090000000107, 85.35174329999999543 27.69949210000000051, 85.35159430000000214 27.69949090000000069, 85.35159360000000106 27.69941959999999881, 85.35143460000000459 27.69942879999999974, 85.35139309999999568 27.69935600000000164, 85.35137459999999976 27.69927180000000178, 85.35125469999999837 27.6992913999999999))",224089644,school,Prasphutan international Academy,OpenDRI survey,320,,,
"Polygon ((85.35102390000000128 27.69801160000000095, 85.35093200000000024 27.69807060000000121, 85.35086880000000065 27.69810939999999988, 85.35082090000000221 27.6980587000000007, 85.35076859999999499 27.69801100000000105, 85.3506610999999964 27.69792250000000067, 85.3506227000000024 27.69792149999999964, 85.3505727999999948 27.69789280000000176, 85.3507060000000024 27.69776140000000098, 85.35074480000000108 27.69778949999999895, 85.35102390000000128 27.69801160000000095))",224091007,school,Abhishekh Gyan Mandir,OpenDRI survey,300,,,
"Polygon ((85.35069670000000031 27.69870819999999867, 85.35084519999999486 27.69876419999999939, 85.35091090000000236 27.69875569999999954, 85.35087749999999573 27.69857209999999981, 85.35066050000000359 27.69856869999999915, 85.35069670000000031 27.69870819999999867))",224091746,school,Mount Olives High School,OpenDRI survey,350,,,
"Polygon ((85.3410113999999993 27.68930209999999903, 85.34084110000000578 27.68895799999999952, 85.34079599999999743 27.68888580000000132, 85.34080310000000225 27.68882590000000121, 85.34081949999999495 27.68877760000000166, 85.34081430000000523 27.68874830000000031, 85.34098590000000684 27.68868690000000043, 85.3410813999999931 27.68864419999999882, 85.34112290000000201 27.68876699999999857, 85.34116210000000535 27.68878739999999894, 85.34136990000000367 27.68868240000000114, 85.34144109999999728 27.68878679999999903, 85.34148329999999305 27.68892019999999832, 85.34144109999999728 27.688961299999999, 85.34154530000000705 27.68914949999999919, 85.34159859999999753 27.68914649999999966, 85.34167279999999778 27.68926150000000064, 85.34148369999999773 27.68935760000000101, 85.34139209999999309 27.68940609999999936, 85.34130749999999921 27.68947389999999942, 85.34124079999999424 27.68948449999999895, 85.34110149999999351 27.68926589999999877, 85.3410113999999993 27.68930209999999903))",224094242,school,N.K. Singh Memorial English Prepartory School,OpenDRI survey,950,,,
"Polygon ((85.31516360000000532 27.65591059999999857, 85.31485659999999882 27.65557150000000064, 85.31498109999999713 27.6554612000000013, 85.31515120000000252 27.65562930000000108, 85.31533670000000313 27.65583930000000024, 85.31517669999999498 27.65592170000000038, 85.31516360000000532 27.65591059999999857))",224098420,school,Eris Academy,OpenDRI survey,265,,,
"Polygon ((85.32756360000000484 27.67172659999999951, 85.32749529999999538 27.67157089999999897, 85.32719860000000267 27.67167789999999883, 85.32722210000000018 27.67173500000000175, 85.32726250000000334 27.67183229999999838, 85.3273156000000057 27.67181869999999932, 85.32748449999999707 27.67174440000000146, 85.32753669999999602 27.67173850000000002, 85.32756360000000484 27.67172659999999951))",224098421,school,Lalit Bikash Lower Secondary School,OpenDRI survey,200,,,
"Polygon ((85.31490920000000244 27.65921200000000013, 85.31506160000000705 27.65926729999999978, 85.3150988999999953 27.65917579999999987, 85.31493170000000248 27.65912840000000017, 85.31490920000000244 27.65921200000000013))",224098422,school,Middle Point English Boarding School,OpenDRI survey,300,,,
"Polygon ((85.33055389999999818 27.67448810000000137, 85.33076900000000364 27.67445599999999928, 85.33080139999999858 27.67462580000000116, 85.33058619999999905 27.67465800000000087, 85.33055389999999818 27.67448810000000137))",224098423,school,Mount Hermann English Secondary School,OpenDRI survey,250,,,
"Polygon ((85.33005869999999504 27.67535540000000083, 85.33009060000000545 27.67528360000000021, 85.3302029000000033 27.67535399999999868, 85.330200099999999 27.67539139999999875, 85.33008420000000172 27.67553930000000051, 85.3300674999999984 27.67555730000000125, 85.32994290000000603 27.67562380000000033, 85.3299020999999982 27.67555850000000106, 85.32988100000000031 27.67552320000000066, 85.32995459999999355 27.67548259999999871, 85.32999329999999816 27.67543420000000154, 85.33005869999999504 27.67535540000000083))",224098425,school,Orchid Academy,OpenDRI survey,100,,,
"Polygon ((85.32705219999999713 27.67559190000000058, 85.32709459999999524 27.67557150000000021, 85.32706919999999684 27.67553350000000023, 85.32727529999999661 27.67543540000000135, 85.32732670000000041 27.67547079999999937, 85.32742009999999766 27.67542140000000117, 85.32747709999999586 27.67551410000000089, 85.32737529999999992 27.67556400000000139, 85.32740990000000636 27.67561279999999968, 85.32731850000000406 27.67565280000000172, 85.32729349999999613 27.67561789999999888, 85.3271950999999973 27.67565959999999947, 85.3271476999999976 27.67558670000000021, 85.32706939999999918 27.67562069999999963, 85.32705219999999713 27.67559190000000058))",224098426,school,Parijat International Academy,OpenDRI survey,310,,,
"Polygon ((85.31984509999999489 27.58806429999999921, 85.31989380000000267 27.58817630000000065, 85.31996049999999343 27.58830220000000111, 85.32000379999999495 27.58829300000000018, 85.32005300000000148 27.58836080000000024, 85.32019470000000183 27.588300499999999, 85.32000370000000089 27.58797290000000046, 85.31984509999999489 27.58806429999999921))",224120830,school,Bageshwori Primary School,OpenDRI survey,61,,,
"Polygon ((85.32412300000000016 27.59824070000000162, 85.32407980000000691 27.59796329999999998, 85.32422250000000474 27.59792819999999836, 85.32421949999999811 27.59789669999999973, 85.32447260000000711 27.59784170000000003, 85.32455710000000693 27.59783769999999947, 85.32457499999999584 27.59798539999999889, 85.32457239999999388 27.59813899999999975, 85.32412300000000016 27.59824070000000162))",224120831,school,Banibilas Higher Secondary School,OpenDRI survey,500,,,
"Polygon ((85.33245429999999487 27.59201189999999926, 85.33244779999999707 27.59180860000000024, 85.33310930000000383 27.59163429999999906, 85.33325010000000077 27.59163630000000111, 85.33324070000000461 27.59196689999999919, 85.3330919999999935 27.59199020000000147, 85.33300210000000163 27.59196880000000007, 85.33286490000000413 27.59197419999999923, 85.33266670000000431 27.59201339999999902, 85.33245429999999487 27.59201189999999926))",224120832,school,Udaya Kharka School,OpenDRI survey,360,,,
"Polygon ((85.33442229999999995 27.57186869999999956, 85.33430900000000463 27.5715085000000002, 85.33451549999999486 27.57145540000000139, 85.33458899999999403 27.57159619999999833, 85.33462600000000009 27.57182440000000057, 85.33442229999999995 27.57186869999999956))",224124235,school,Ganga Jamuna Secondary School,OpenDRI survey,400,,,
"Polygon ((85.333995299999998 27.57043690000000069, 85.3338940000000008 27.57026009999999872, 85.3339732999999967 27.57021489999999986, 85.3341130000000021 27.57018640000000076, 85.33415940000000433 27.57038119999999992, 85.333995299999998 27.57043690000000069))",224124239,school,Shree Jayal Kumari School,OpenDRI survey,35,,,
"Polygon ((85.3198936999999944 27.65811430000000115, 85.32010780000000238 27.65804779999999852, 85.32027510000000348 27.6579605000000015, 85.32015420000000461 27.65776479999999893, 85.32003129999999658 27.6578394000000003, 85.31982920000000092 27.65794029999999992, 85.31987940000000492 27.65804920000000067, 85.31985099999999989 27.6580742000000015, 85.31987250000000245 27.65811970000000031, 85.3198936999999944 27.65811430000000115))",224129015,school,Kantipur Boarding High School,OpenDRI survey,300,,,
"Polygon ((85.32992079999999646 27.66959519999999983, 85.32992699999999786 27.6694470999999993, 85.32999399999999923 27.66944760000000159, 85.32999289999999348 27.66948400000000063, 85.32999010000000339 27.66952489999999898, 85.32998779999999783 27.66954240000000098, 85.32998220000000344 27.66956180000000032, 85.32997210000000621 27.66959370000000007, 85.32992079999999646 27.66959519999999983))",224129016,school,Krishi Udaya Primary School,OpenDRI survey,50,,,
"Polygon ((85.32860879999999781 27.67074240000000174, 85.32853550000000098 27.67078120000000041, 85.32855969999999957 27.67081699999999955, 85.32859290000000385 27.67079939999999993, 85.32861309999999833 27.6708293999999988, 85.32872890000000154 27.67076799999999892, 85.32865320000000509 27.67065589999999986, 85.32857749999999442 27.67069599999999951, 85.32860879999999781 27.67074240000000174))",224129017,school,Shree Gyan Mandir Secondary School,OpenDRI survey,320,,,
"Polygon ((85.33014749999999538 27.67050920000000147, 85.33021949999999833 27.67051090000000002, 85.33022169999999562 27.67043839999999832, 85.33014970000000687 27.67043669999999977, 85.33014749999999538 27.67050920000000147))",224129018,school,Shree Shramik Primary School,OpenDRI survey,40,,,
"Polygon ((85.33562940000000197 27.66470370000000045, 85.33564350000000331 27.66460209999999975, 85.33578049999999848 27.66428780000000032, 85.33592299999999398 27.66434350000000109, 85.33601249999999538 27.66436290000000042, 85.33635700000000668 27.66433109999999829, 85.33636330000000214 27.66442239999999941, 85.3363532000000049 27.66445230000000066, 85.33634600000000603 27.66461539999999886, 85.33620279999999525 27.66468090000000046, 85.33621119999999394 27.66479770000000116, 85.33604979999999784 27.66481040000000036, 85.33603800000000206 27.66470190000000073, 85.33577189999999746 27.66472770000000025, 85.33562940000000197 27.66470370000000045))",224192373,school,Aster Academy,OpenDRI survey,671,,,
"Polygon ((85.37121299999999735 27.70424170000000075, 85.37116269999999929 27.70409330000000026, 85.37102040000000613 27.70411980000000085, 85.37099050000000489 27.70401120000000006, 85.37136769999999331 27.70392680000000141, 85.37141889999999478 27.70408420000000049, 85.37127889999999297 27.70411620000000141, 85.37130589999999586 27.70421980000000062, 85.37121299999999735 27.70424170000000075))",224192374,school,Joybell International Academy,OpenDRI survey,86,,,
"Polygon ((85.35663649999999336 27.68566939999999832, 85.35676589999999919 27.68569499999999906, 85.35677230000000293 27.68571550000000059, 85.35687230000000625 27.68571100000000129, 85.35715480000000355 27.68564239999999899, 85.35727500000000134 27.68559859999999873, 85.357178200000007 27.68546530000000061, 85.35679849999999647 27.68543950000000109, 85.35678609999999367 27.68549360000000092, 85.35668450000000007 27.68545659999999842, 85.35663649999999336 27.68566939999999832))",224192386,school,Manang Children Paradise School,OpenDRI survey,270,,,
"Polygon ((85.36870759999999336 27.70937350000000166, 85.36873660000000541 27.70923900000000017, 85.36876900000000035 27.70914949999999877, 85.3688791000000009 27.70917289999999866, 85.36882909999999924 27.70940600000000131, 85.36870759999999336 27.70937350000000166))",224192626,school,Orchid Pupil School,OpenDRI survey,213,,,
"Polygon ((85.37886199999999803 27.70674650000000128, 85.37895109999999477 27.70677350000000061, 85.37912439999999492 27.70632570000000072, 85.37927919999999915 27.70607000000000042, 85.3791985000000011 27.70602249999999955, 85.37909589999999582 27.70614540000000048, 85.37901940000000423 27.70629669999999933, 85.37890670000000171 27.70657089999999911, 85.37886199999999803 27.70674650000000128))",224192627,school,Tej Binayak School,OpenDRI survey,900,,,
"Polygon ((85.37552209999999775 27.7103155000000001, 85.37539809999999818 27.71016429999999886, 85.37569680000000005 27.70992000000000033, 85.3759423000000055 27.71013509999999869, 85.37552209999999775 27.7103155000000001))",224192628,school,Vidya Vikash School,OpenDRI survey,450,,,
"Polygon ((85.35136660000000575 27.61772279999999924, 85.35134490000000085 27.61761020000000144, 85.35131880000000137 27.61759370000000047, 85.3513113000000061 27.61750899999999831, 85.35115059999999687 27.61711139999999887, 85.35106790000000387 27.61709880000000084, 85.35098619999999414 27.61708640000000159, 85.35095429999999794 27.61708150000000117, 85.35094650000000627 27.61719980000000163, 85.35093750000000057 27.61722569999999877, 85.35091040000000362 27.61722040000000078, 85.35089229999999816 27.61737189999999842, 85.35088050000000237 27.61746369999999828, 85.35085680000000252 27.61769370000000023, 85.35094499999999584 27.61777359999999959, 85.35102580000000216 27.61774690000000021, 85.35121759999999824 27.61782699999999835, 85.35119910000000232 27.61787539999999908, 85.35130589999999984 27.61790769999999995, 85.35136660000000575 27.61772279999999924))",224253814,school,Shree Buddha Higher Secondary School,OpenDRI survey,531,,,
"Polygon ((85.36272350000000131 27.64871690000000015, 85.3626655999999997 27.64863259999999912, 85.36254320000000462 27.64868299999999834, 85.36250499999999874 27.64856100000000083, 85.36246339999999577 27.64857170000000153, 85.36241309999999771 27.64844580000000107, 85.36245909999999526 27.6484293000000001, 85.3624175000000065 27.64834510000000023, 85.36254209999999887 27.64830639999999917, 85.36256179999999461 27.6483616000000012, 85.36266120000000512 27.64833349999999967, 85.3627350000000007 27.64847389999999905, 85.36279460000000086 27.64846070000000111, 85.36282049999999799 27.64855250000000098, 85.36279890000000137 27.64863169999999926, 85.36281420000000253 27.64866939999999929, 85.36272350000000131 27.64871690000000015))",224266768,school,Ananta Secondary School,OpenDRI survey,450,,,
"Polygon ((85.37731530000000646 27.63014220000000165, 85.37729450000000497 27.62997670000000028, 85.37718160000000012 27.62968610000000069, 85.37738749999999754 27.62962720000000161, 85.37759680000000628 27.62998770000000093, 85.37761670000000436 27.63012900000000016, 85.37731530000000646 27.63014220000000165))",224266769,school,Bishwamitra Ganesh Secondary School(Primary Block),OpenDRI survey,60,,,
"Polygon ((85.38585199999999986 27.63236789999999843, 85.38595220000000552 27.6323048, 85.38599859999999353 27.63224209999999914, 85.38613320000000328 27.63230629999999977, 85.3860971999999947 27.63236900000000063, 85.38601719999999773 27.63246919999999918, 85.38585199999999986 27.63236789999999843))",224266771,school,Gyan Jyoti Lower Secondary School,OpenDRI survey,45,,,
"Polygon ((85.36584639999999524 27.64618529999999907, 85.36570199999999886 27.64616339999999894, 85.36514569999999935 27.64627910000000099, 85.36504349999999874 27.64628409999999903, 85.36506590000000472 27.64676000000000045, 85.36507579999999962 27.64685850000000045, 85.36524020000000235 27.64684229999999943, 85.36534989999999823 27.6468159, 85.36543120000000329 27.64686289999999858, 85.36558739999999545 27.64686730000000026, 85.36584980000000655 27.6467142999999993, 85.36585110000000043 27.64646510000000035, 85.36584639999999524 27.64618529999999907))",224266772,college,Kantipur International College of Engineering and Management,OpenDRI survey,280,,,
"Polygon ((85.35919810000000041 27.64788250000000147, 85.35936449999999809 27.64788869999999932, 85.35938529999999957 27.64796240000000083, 85.35955169999999725 27.64794390000000135, 85.3595339000000024 27.64783080000000126, 85.35971120000000667 27.64777810000000002, 85.35969729999999345 27.64770790000000034, 85.35967349999999954 27.6476122999999987, 85.35967349999999954 27.64755440000000064, 85.35948930000000701 27.64758159999999876, 85.35947769999999934 27.64758159999999876, 85.35940829999999835 27.64749300000000076, 85.35931039999999825 27.64755309999999966, 85.35925520000000688 27.64759349999999927, 85.3593400000000031 27.64770770000000155, 85.35923590000000161 27.64769629999999978, 85.35919810000000041 27.64788250000000147))",224266773,school,Kopila English Secondary School,OpenDRI survey,370,,,
"Polygon ((85.36058780000000468 27.64521200000000078, 85.36064969999999619 27.64520200000000116, 85.36064969999999619 27.64513720000000063, 85.36073410000000194 27.64513219999999905, 85.36073410000000194 27.64523189999999886, 85.36079279999999869 27.64523900000000012, 85.36082650000000172 27.64526389999999978, 85.3610347000000047 27.6452169000000012, 85.36106839999999352 27.64545830000000137, 85.36084979999999689 27.64547320000000141, 85.36084979999999689 27.64544619999999853, 85.36060469999999611 27.64546109999999857, 85.36058780000000468 27.64521200000000078))",224266774,school,Mount Olive English Secondary School,OpenDRI survey,450,,,
"Polygon ((85.35461739999999509 27.64712219999999832, 85.35453549999999723 27.64704240000000013, 85.35434829999999806 27.6471158999999993, 85.35453189999999779 27.64737909999999843, 85.35457139999999754 27.64743319999999827, 85.35473919999999737 27.64736329999999853, 85.35461739999999509 27.64712219999999832))",224266775,school,Nawa Kunja Secondary Boarding School,OpenDRI survey,200,,,
"Polygon ((85.36409329999999329 27.64644499999999994, 85.36424949999999967 27.64642279999999985, 85.36434439999999313 27.6465178999999992, 85.3646647999999999 27.64641999999999911, 85.36460409999999399 27.6463277000000005, 85.36454340000000229 27.64632080000000158, 85.36453109999999356 27.64627690000000015, 85.36489500000000419 27.64623279999999994, 85.36485460000000103 27.64565410000000156, 85.36452490000000637 27.64525730000000081, 85.36405739999999298 27.64542610000000167, 85.36403559999999402 27.64538749999999823, 85.36385049999999808 27.64545569999999941, 85.36356200000000172 27.6454026000000006, 85.36354330000000346 27.64553769999999844, 85.3637035999999938 27.6455851999999993, 85.36379300000000114 27.64577740000000006, 85.3639857999999947 27.64615630000000124, 85.36409329999999329 27.64644499999999994))",224266776,school,Nepal Don Bosco School,OpenDRI survey,721,,,
"Polygon ((85.35413749999999311 27.64892730000000043, 85.35394900000000007 27.64914750000000154, 85.35381429999999625 27.64930100000000124, 85.35355939999999464 27.64948940000000022, 85.35344630000000166 27.64940359999999941, 85.35348399999999458 27.64935350000000014, 85.35345619999999656 27.64932560000000095, 85.35358189999999468 27.64918970000000087, 85.35358220000000529 27.64918409999999938, 85.35366519999999468 27.64909499999999909, 85.35367580000000487 27.64908850000000129, 85.35377320000000623 27.64898829999999919, 85.35377719999999613 27.64897240000000167, 85.35397330000000693 27.64881259999999941, 85.35402499999999293 27.64886230000000111, 85.35403379999999629 27.64885340000000014, 85.35405570000000353 27.64886900000000125, 85.35413749999999311 27.64892730000000043))",224266777,school,Shree Siddhimangal Higher Secondary School,OpenDRI survey,350,,,
"Polygon ((85.36032869999999662 27.64796420000000055, 85.36032269999999755 27.64765179999999845, 85.36057200000000478 27.6476487000000013, 85.36065360000000624 27.64772509999999883, 85.36061549999999443 27.64789599999999936, 85.360421400000007 27.64797649999999862, 85.36032869999999662 27.64796420000000055))",224314164,school,Bhanudaya Primary School,OpenDRI survey,65,,,
"Polygon ((85.37280479999999727 27.6257634000000003, 85.37308219999999892 27.6258915000000016, 85.3730634000000066 27.62604500000000129, 85.3730360999999931 27.62613160000000079, 85.37296739999999318 27.62616690000000119, 85.37290249999999503 27.62606579999999923, 85.37279209999999807 27.62591630000000009, 85.37276989999999444 27.62585550000000012, 85.37280479999999727 27.6257634000000003))",224314165,school,Bishwamitra Ganesh Secondary School,OpenDRI survey,450,,,
"Polygon ((85.32318480000000704 27.65753750000000011, 85.32315699999999481 27.65739479999999872, 85.32324289999999678 27.65734559999999931, 85.32344809999999313 27.65723150000000174, 85.32353550000000553 27.65739130000000046, 85.32337499999999864 27.65745719999999963, 85.32339349999999456 27.6575205000000004, 85.32345290000000659 27.65762810000000016, 85.32340120000000638 27.65765000000000029, 85.32323900000000094 27.65763809999999978, 85.32318480000000704 27.65753750000000011))",224314166,school,Cherubs English Boarding School,OpenDRI survey,40,,,
"Polygon ((85.34011669999999583 27.67102679999999992, 85.3403061000000065 27.67090419999999895, 85.34026719999999955 27.67085219999999879, 85.34046739999999431 27.67071400000000025, 85.34035480000000007 27.67052470000000142, 85.34031810000000462 27.67046429999999901, 85.33988220000000524 27.67061620000000133, 85.34005209999999408 27.67088379999999859, 85.33999760000000379 27.67091860000000025, 85.34011669999999583 27.67102679999999992))",224314167,college,Kathford Internatioanl College of Engineering and Management,OpenDRI survey,500,,,
"Polygon ((85.32981560000000343 27.66300740000000147, 85.32988389999999868 27.66292260000000169, 85.33004610000000412 27.66284810000000149, 85.33017409999999359 27.66278720000000035, 85.33028989999999681 27.66295570000000126, 85.330206000000004 27.6630262000000009, 85.33021680000000231 27.66310119999999984, 85.33018140000000074 27.66317929999999947, 85.33018250000000648 27.66328229999999877, 85.33009029999999484 27.66333919999999935, 85.32992529999999931 27.66342149999999833, 85.32973560000000646 27.6631879000000005, 85.32980820000000222 27.66307550000000148, 85.32981560000000343 27.66300740000000147))",224314168,college,Kathmandu College of Management,OpenDRI survey,480,,,
"Polygon ((85.3315688999999935 27.66670339999999939, 85.33165889999999365 27.66667190000000076, 85.33159510000000125 27.66654929999999979, 85.33151010000000269 27.66635929999999988, 85.33131590000000699 27.66642540000000139, 85.33134850000000426 27.66657100000000113, 85.3313808999999992 27.66666370000000086, 85.33143470000000264 27.66678149999999903, 85.33156409999999426 27.66674160000000171, 85.3315688999999935 27.66670339999999939))",224314169,school,Pasang Lhamu Sikchya Sadan,OpenDRI survey,235,,,
"Polygon ((85.32852579999999421 27.66264359999999911, 85.32840360000000146 27.66249399999999881, 85.32820879999999875 27.66256350000000097, 85.32826190000000111 27.66266930000000102, 85.32816259999999886 27.66270850000000081, 85.32818550000000357 27.66277480000000111, 85.32819220000000371 27.6628040999999989, 85.32821130000000664 27.66282950000000085, 85.32827179999999601 27.66290920000000142, 85.32832299999999748 27.66288330000000073, 85.32825499999999863 27.66276720000000111, 85.32827729999999633 27.6627521999999999, 85.32852579999999421 27.66264359999999911))",224314170,school,The Rising School,OpenDRI survey,230,,,
"Polygon ((85.37658770000000175 27.60429729999999893, 85.37649989999999889 27.60415070000000171, 85.37662670000000276 27.60408580000000001, 85.37656509999999344 27.60398010000000113, 85.37669990000000553 27.60383339999999919, 85.37671140000000491 27.60375150000000133, 85.37678069999999764 27.60371740000000074, 85.37693640000000528 27.60394259999999989, 85.3769551999999976 27.60396769999999833, 85.37678029999999296 27.60403880000000143, 85.37684219999999868 27.60413649999999919, 85.37680079999999805 27.60416190000000114, 85.37658770000000175 27.60429729999999893))",224318614,school,Dolphin English Secondary School,OpenDRI survey,387,,,
"Polygon ((85.35565280000000143 27.61637299999999939, 85.35548559999999441 27.61653670000000105, 85.35533979999999588 27.61662450000000035, 85.35533390000000509 27.6167176000000012, 85.35534950000000265 27.61678990000000056, 85.35574610000000462 27.61685190000000034, 85.35587830000000054 27.61675029999999964, 85.35593269999999677 27.61655740000000137, 85.35593079999999588 27.61645060000000029, 85.35602599999999995 27.61634379999999922, 85.35603190000000495 27.61625760000000085, 85.35597939999999539 27.61620249999999999, 85.35578060000000278 27.61632949999999909, 85.35565280000000143 27.61637299999999939))",224318616,school,Jwaladevi Vidhya Mandir,Red cross SURE programme survey,206,,,
"Polygon ((85.35756220000000383 27.61399769999999876, 85.35755829999999378 27.61407859999999914, 85.35756990000000144 27.61415960000000069, 85.35748250000000326 27.61426469999999966, 85.35767490000000635 27.6144266000000016, 85.35779929999999638 27.61430430000000058, 85.35787519999999517 27.6141475000000014, 85.35789459999999451 27.61405799999999999, 85.35773129999999753 27.61392190000000113, 85.35756220000000383 27.61399769999999876))",224318617,school,Kingdom Star English School,OpenDRI survey,250,,,
"Polygon ((85.35613010000000145 27.61133080000000106, 85.35605850000000316 27.61121400000000037, 85.35594670000000406 27.61113530000000083, 85.35583210000000065 27.61105149999999853, 85.35571170000000052 27.61091940000000022, 85.35556839999999568 27.61088140000000024, 85.3553478000000041 27.61095750000000137, 85.35506689999999708 27.61134350000000026, 85.35476889999999628 27.61158989999999847, 85.35494660000000522 27.61180320000000066, 85.35522170000000131 27.61168130000000076, 85.35547959999999534 27.61144510000000096, 85.35557420000000661 27.61136640000000142, 85.35568589999999745 27.61128509999999991, 85.35583459999999434 27.61144949999999909, 85.35613010000000145 27.61133080000000106))",224318618,school,Pushpanjali Secondary School,OpenDRI survey,625,,,
